chr	pos	pool	founder	freq
chrX	500153	A.C	B3	0.0021
chrX	500153	A.C	B4	3e-04
chrX	500153	A.C	B5	3e-04
chrX	500153	A.C	B6	0.0148
chrX	500153	A.C	B7	0.3335
chrX	520153	A.C	AB8	0.0069
chrX	520153	A.C	B1	0.6407
chrX	520153	A.C	B2	0.0014
chrX	520153	A.C	B3	0.0018
chrX	520153	A.C	B4	3e-04
chrX	520153	A.C	B5	3e-04
chrX	520153	A.C	B6	0.0146
chrX	520153	A.C	B7	0.3339
chrX	540153	A.C	AB8	0.0069
chrX	540153	A.C	B1	0.6408
chrX	540153	A.C	B2	0.0013
chrX	540153	A.C	B3	0.0027
chrX	540153	A.C	B4	3e-04
chrX	540153	A.C	B5	3e-04
chrX	540153	A.C	B6	0.014
chrX	540153	A.C	B7	0.3337
chrX	560153	A.C	AB8	0.0062
chrX	560153	A.C	B1	0.6413
chrX	560153	A.C	B2	0.0011
chrX	560153	A.C	B3	0.0022
chrX	560153	A.C	B4	3e-04
chrX	560153	A.C	B5	3e-04
chrX	560153	A.C	B6	0.0134
chrX	560153	A.C	B7	0.3352
chrX	580153	A.C	AB8	0.0062
chrX	580153	A.C	B1	0.6418
chrX	580153	A.C	B2	0.0013
chrX	580153	A.C	B3	0.0025
chrX	580153	A.C	B4	3e-04
chrX	580153	A.C	B5	3e-04
chrX	580153	A.C	B6	0.0127
chrX	580153	A.C	B7	0.3349
chrX	600153	A.C	AB8	0.0062
chrX	600153	A.C	B1	0.6421
chrX	600153	A.C	B2	0.002
chrX	600153	A.C	B3	0.0017
chrX	600153	A.C	B4	3e-04
chrX	600153	A.C	B5	3e-04
chrX	600153	A.C	B6	0.0127
chrX	600153	A.C	B7	0.3347
chrX	620153	A.C	AB8	0.0064
chrX	620153	A.C	B1	0.6425
chrX	620153	A.C	B2	0.0021
chrX	620153	A.C	B3	0.0018
chrX	620153	A.C	B4	3e-04
chrX	620153	A.C	B5	3e-04
chrX	620153	A.C	B6	0.0124
chrX	620153	A.C	B7	0.3342
chrX	640153	A.C	AB8	0.0058
chrX	640153	A.C	B1	0.6428
chrX	640153	A.C	B2	0.002
chrX	640153	A.C	B3	0.0019
chrX	640153	A.C	B4	3e-04
chrX	640153	A.C	B5	3e-04
chrX	640153	A.C	B6	0.0126
chrX	640153	A.C	B7	0.3343
chrX	660153	A.C	AB8	0.0057
chrX	660153	A.C	B1	0.6429
chrX	660153	A.C	B2	0.0021
chrX	660153	A.C	B3	0.002
chrX	660153	A.C	B4	3e-04
chrX	660153	A.C	B5	3e-04
chrX	660153	A.C	B6	0.0125
chrX	660153	A.C	B7	0.3343
chrX	680153	A.C	AB8	0.0053
chrX	680153	A.C	B1	0.6426
chrX	680153	A.C	B2	0.0024
chrX	680153	A.C	B3	0.0022
chrX	680153	A.C	B4	3e-04
chrX	680153	A.C	B5	3e-04
chrX	680153	A.C	B6	0.0127
chrX	680153	A.C	B7	0.3343
chrX	700153	A.C	AB8	0.0054
chrX	700153	A.C	B1	0.6432
chrX	700153	A.C	B2	0.0015
chrX	700153	A.C	B3	0.0017
chrX	700153	A.C	B4	3e-04
chrX	700153	A.C	B5	3e-04
chrX	700153	A.C	B6	0.0139
chrX	700153	A.C	B7	0.3337
chrX	720153	A.C	AB8	0.0059
chrX	720153	A.C	B1	0.643
chrX	720153	A.C	B2	9e-04
chrX	720153	A.C	B3	0.0011
chrX	720153	A.C	B4	3e-04
chrX	720153	A.C	B5	3e-04
chrX	720153	A.C	B6	0.0147
chrX	720153	A.C	B7	0.3338
chrX	740153	A.C	AB8	0.0056
chrX	740153	A.C	B1	0.6432
chrX	740153	A.C	B2	8e-04
chrX	740153	A.C	B3	0.0012
chrX	740153	A.C	B4	3e-04
chrX	740153	A.C	B5	3e-04
chrX	740153	A.C	B6	0.0147
chrX	740153	A.C	B7	0.334
chrX	760153	A.C	AB8	0.0058
chrX	760153	A.C	B1	0.6427
chrX	760153	A.C	B2	0.0014
chrX	760153	A.C	B3	6e-04
chrX	760153	A.C	B4	3e-04
chrX	760153	A.C	B5	3e-04
chrX	760153	A.C	B6	0.0149
chrX	760153	A.C	B7	0.3339
chrX	780153	A.C	AB8	0.0051
chrX	780153	A.C	B1	0.6426
chrX	780153	A.C	B2	0.0024
chrX	780153	A.C	B3	3e-04
chrX	780153	A.C	B4	3e-04
chrX	780153	A.C	B5	3e-04
chrX	780153	A.C	B6	0.0143
chrX	780153	A.C	B7	0.3346
chrX	800153	A.C	AB8	0.0049
chrX	800153	A.C	B1	0.6424
chrX	800153	A.C	B2	0.0021
chrX	800153	A.C	B3	3e-04
chrX	800153	A.C	B4	3e-04
chrX	800153	A.C	B5	3e-04
chrX	800153	A.C	B6	0.0148
chrX	800153	A.C	B7	0.3348
chrX	820153	A.C	AB8	0.0045
chrX	820153	A.C	B1	0.6424
chrX	820153	A.C	B2	0.0023
chrX	820153	A.C	B3	3e-04
chrX	820153	A.C	B4	3e-04
chrX	820153	A.C	B5	3e-04
chrX	820153	A.C	B6	0.015
chrX	820153	A.C	B7	0.3349
chrX	840153	A.C	AB8	0.0059
chrX	840153	A.C	B1	0.642
chrX	840153	A.C	B2	0.0042
chrX	840153	A.C	B3	0.0011
chrX	840153	A.C	B4	3e-04
chrX	840153	A.C	B5	3e-04
chrX	840153	A.C	B6	0.0109
chrX	840153	A.C	B7	0.3353
chrX	860153	A.C	AB8	0.0054
chrX	860153	A.C	B1	0.642
chrX	860153	A.C	B2	0.0041
chrX	860153	A.C	B3	0.0012
chrX	860153	A.C	B4	3e-04
chrX	860153	A.C	B5	3e-04
chrX	860153	A.C	B6	0.0104
chrX	860153	A.C	B7	0.3362
chrX	880153	A.C	AB8	0.0064
chrX	880153	A.C	B1	0.6419
chrX	880153	A.C	B2	0.0022
chrX	880153	A.C	B3	0.0017
chrX	880153	A.C	B4	3e-04
chrX	880153	A.C	B5	8e-04
chrX	880153	A.C	B6	0.0114
chrX	880153	A.C	B7	0.3353
chrX	900153	A.C	AB8	0.0079
chrX	900153	A.C	B1	0.6419
chrX	900153	A.C	B2	0.002
chrX	900153	A.C	B3	0.0016
chrX	900153	A.C	B4	3e-04
chrX	900153	A.C	B5	5e-04
chrX	900153	A.C	B6	0.0113
chrX	900153	A.C	B7	0.3345
chrX	920153	A.C	AB8	0.0065
chrX	920153	A.C	B1	0.6419
chrX	920153	A.C	B2	0.0017
chrX	920153	A.C	B3	0.0012
chrX	920153	A.C	B4	3e-04
chrX	920153	A.C	B5	0.0022
chrX	920153	A.C	B6	0.0112
chrX	920153	A.C	B7	0.3349
chrX	940153	A.C	AB8	0.0066
chrX	940153	A.C	B1	0.6426
chrX	940153	A.C	B2	0.0014
chrX	940153	A.C	B3	0.0015
chrX	940153	A.C	B4	3e-04
chrX	940153	A.C	B5	0.0017
chrX	940153	A.C	B6	0.0112
chrX	940153	A.C	B7	0.3347
chrX	960153	A.C	AB8	0.0063
chrX	960153	A.C	B1	0.6435
chrX	960153	A.C	B2	0.0014
chrX	960153	A.C	B3	0.0015
chrX	960153	A.C	B4	3e-04
chrX	960153	A.C	B5	0.0015
chrX	960153	A.C	B6	0.0111
chrX	960153	A.C	B7	0.3345
chrX	980153	A.C	AB8	0.0059
chrX	980153	A.C	B1	0.6439
chrX	980153	A.C	B2	7e-04
chrX	980153	A.C	B3	8e-04
chrX	980153	A.C	B4	0.0019
chrX	980153	A.C	B5	0.0011
chrX	980153	A.C	B6	0.0113
chrX	980153	A.C	B7	0.3345
chrX	1000153	A.C	AB8	0.006
chrX	1000153	A.C	B1	0.6431
chrX	1000153	A.C	B2	8e-04
chrX	1000153	A.C	B3	7e-04
chrX	1000153	A.C	B4	0.0017
chrX	1000153	A.C	B5	0.0012
chrX	1000153	A.C	B6	0.012
chrX	1000153	A.C	B7	0.3347
chrX	1020153	A.C	AB8	0.0061
chrX	1020153	A.C	B1	0.6436
chrX	1020153	A.C	B2	6e-04
chrX	1020153	A.C	B3	0.0011
chrX	1020153	A.C	B4	0.0012
chrX	1020153	A.C	B5	0.0011
chrX	1020153	A.C	B6	0.0122
chrX	1020153	A.C	B7	0.3341
chrX	1040153	A.C	AB8	0.0064
chrX	1040153	A.C	B1	0.6435
chrX	1040153	A.C	B2	8e-04
chrX	1040153	A.C	B3	4e-04
chrX	1040153	A.C	B4	0.001
chrX	1040153	A.C	B5	9e-04
chrX	1040153	A.C	B6	0.0128
chrX	1040153	A.C	B7	0.3342
chrX	1060153	A.C	AB8	0.0068
chrX	1060153	A.C	B1	0.6433
chrX	1060153	A.C	B2	0.001
chrX	1060153	A.C	B3	3e-04
chrX	1060153	A.C	B4	0.0013
chrX	1060153	A.C	B5	8e-04
chrX	1060153	A.C	B6	0.013
chrX	1060153	A.C	B7	0.3335
chrX	1080153	A.C	AB8	0.0071
chrX	1080153	A.C	B1	0.6429
chrX	1080153	A.C	B2	0.0011
chrX	1080153	A.C	B3	3e-04
chrX	1080153	A.C	B4	0.0014
chrX	1080153	A.C	B5	9e-04
chrX	1080153	A.C	B6	0.0131
chrX	1080153	A.C	B7	0.3333
chrX	1100153	A.C	AB8	0.007
chrX	1100153	A.C	B1	0.6425
chrX	1100153	A.C	B2	8e-04
chrX	1100153	A.C	B3	4e-04
chrX	1100153	A.C	B4	0.0017
chrX	1100153	A.C	B5	9e-04
chrX	1100153	A.C	B6	0.0134
chrX	1100153	A.C	B7	0.3333
chrX	1120153	A.C	AB8	0.007
chrX	1120153	A.C	B1	0.6421
chrX	1120153	A.C	B2	7e-04
chrX	1120153	A.C	B3	4e-04
chrX	1120153	A.C	B4	0.0021
chrX	1120153	A.C	B5	0.001
chrX	1120153	A.C	B6	0.0135
chrX	1120153	A.C	B7	0.3332
chrX	1140153	A.C	AB8	0.0074
chrX	1140153	A.C	B1	0.6416
chrX	1140153	A.C	B2	8e-04
chrX	1140153	A.C	B3	3e-04
chrX	1140153	A.C	B4	0.0021
chrX	1140153	A.C	B5	0.0011
chrX	1140153	A.C	B6	0.0136
chrX	1140153	A.C	B7	0.3332
chrX	1160153	A.C	AB8	0.0074
chrX	1160153	A.C	B1	0.6421
chrX	1160153	A.C	B2	7e-04
chrX	1160153	A.C	B3	3e-04
chrX	1160153	A.C	B4	0.0022
chrX	1160153	A.C	B5	0.0012
chrX	1160153	A.C	B6	0.0135
chrX	1160153	A.C	B7	0.3326
chrX	1180153	A.C	AB8	0.0073
chrX	1180153	A.C	B1	0.6427
chrX	1180153	A.C	B2	5e-04
chrX	1180153	A.C	B3	3e-04
chrX	1180153	A.C	B4	0.0023
chrX	1180153	A.C	B5	0.0015
chrX	1180153	A.C	B6	0.0132
chrX	1180153	A.C	B7	0.3322
chrX	1200153	A.C	AB8	0.0067
chrX	1200153	A.C	B1	0.6425
chrX	1200153	A.C	B2	4e-04
chrX	1200153	A.C	B3	3e-04
chrX	1200153	A.C	B4	0.0023
chrX	1200153	A.C	B5	0.0012
chrX	1200153	A.C	B6	0.0135
chrX	1200153	A.C	B7	0.3331
chrX	1220153	A.C	AB8	0.0062
chrX	1220153	A.C	B1	0.6433
chrX	1220153	A.C	B2	3e-04
chrX	1220153	A.C	B3	3e-04
chrX	1220153	A.C	B4	0.0024
chrX	1220153	A.C	B5	6e-04
chrX	1220153	A.C	B6	0.0134
chrX	1220153	A.C	B7	0.3336
chrX	1240153	A.C	AB8	0.0062
chrX	1240153	A.C	B1	0.6433
chrX	1240153	A.C	B2	3e-04
chrX	1240153	A.C	B3	3e-04
chrX	1240153	A.C	B4	0.0024
chrX	1240153	A.C	B5	3e-04
chrX	1240153	A.C	B6	0.0134
chrX	1240153	A.C	B7	0.3337
chrX	1260153	A.C	AB8	0.0053
chrX	1260153	A.C	B1	0.6446
chrX	1260153	A.C	B2	3e-04
chrX	1260153	A.C	B3	3e-04
chrX	1260153	A.C	B4	0.0019
chrX	1260153	A.C	B5	0.0018
chrX	1260153	A.C	B6	0.0127
chrX	1260153	A.C	B7	0.3331
chrX	1280153	A.C	AB8	0.0057
chrX	1280153	A.C	B1	0.645
chrX	1280153	A.C	B2	3e-04
chrX	1280153	A.C	B3	3e-04
chrX	1280153	A.C	B4	9e-04
chrX	1280153	A.C	B5	0.0024
chrX	1280153	A.C	B6	0.0133
chrX	1280153	A.C	B7	0.3321
chrX	1300153	A.C	AB8	0.0059
chrX	1300153	A.C	B1	0.6448
chrX	1300153	A.C	B2	3e-04
chrX	1300153	A.C	B3	3e-04
chrX	1300153	A.C	B4	7e-04
chrX	1300153	A.C	B5	0.0026
chrX	1300153	A.C	B6	0.0133
chrX	1300153	A.C	B7	0.332
chrX	1320153	A.C	AB8	0.0063
chrX	1320153	A.C	B1	0.6448
chrX	1320153	A.C	B2	3e-04
chrX	1320153	A.C	B3	3e-04
chrX	1320153	A.C	B4	6e-04
chrX	1320153	A.C	B5	0.0023
chrX	1320153	A.C	B6	0.0132
chrX	1320153	A.C	B7	0.3321
chrX	1340153	A.C	AB8	0.0046
chrX	1340153	A.C	B1	0.6451
chrX	1340153	A.C	B2	3e-04
chrX	1340153	A.C	B3	3e-04
chrX	1340153	A.C	B4	3e-04
chrX	1340153	A.C	B5	0.0014
chrX	1340153	A.C	B6	0.0162
chrX	1340153	A.C	B7	0.3318
chrX	1360153	A.C	AB8	0.0049
chrX	1360153	A.C	B1	0.6449
chrX	1360153	A.C	B2	3e-04
chrX	1360153	A.C	B3	3e-04
chrX	1360153	A.C	B4	3e-04
chrX	1360153	A.C	B5	0.0013
chrX	1360153	A.C	B6	0.0165
chrX	1360153	A.C	B7	0.3315
chrX	1380153	A.C	AB8	0.004
chrX	1380153	A.C	B1	0.6451
chrX	1380153	A.C	B2	3e-04
chrX	1380153	A.C	B3	3e-04
chrX	1380153	A.C	B4	0.001
chrX	1380153	A.C	B5	3e-04
chrX	1380153	A.C	B6	0.0161
chrX	1380153	A.C	B7	0.333
chrX	1400153	A.C	AB8	0.0013
chrX	1400153	A.C	B1	0.6451
chrX	1400153	A.C	B2	3e-04
chrX	1400153	A.C	B3	3e-04
chrX	1400153	A.C	B4	0.0013
chrX	1400153	A.C	B5	9e-04
chrX	1400153	A.C	B6	0.0172
chrX	1400153	A.C	B7	0.3336
chrX	1420153	A.C	AB8	0.0016
chrX	1420153	A.C	B1	0.6456
chrX	1420153	A.C	B2	3e-04
chrX	1420153	A.C	B3	3e-04
chrX	1420153	A.C	B4	4e-04
chrX	1420153	A.C	B5	3e-04
chrX	1420153	A.C	B6	0.0181
chrX	1420153	A.C	B7	0.3334
chrX	1440153	A.C	AB8	0.0011
chrX	1440153	A.C	B1	0.6468
chrX	1440153	A.C	B2	3e-04
chrX	1440153	A.C	B3	3e-04
chrX	1440153	A.C	B4	3e-04
chrX	1440153	A.C	B5	3e-04
chrX	1440153	A.C	B6	0.0177
chrX	1440153	A.C	B7	0.3332
chrX	1460153	A.C	AB8	9e-04
chrX	1460153	A.C	B1	0.6474
chrX	1460153	A.C	B2	3e-04
chrX	1460153	A.C	B3	4e-04
chrX	1460153	A.C	B4	3e-04
chrX	1460153	A.C	B5	3e-04
chrX	1460153	A.C	B6	0.0176
chrX	1460153	A.C	B7	0.3329
chrX	1480153	A.C	AB8	7e-04
chrX	1480153	A.C	B1	0.6481
chrX	1480153	A.C	B2	3e-04
chrX	1480153	A.C	B3	3e-04
chrX	1480153	A.C	B4	8e-04
chrX	1480153	A.C	B5	3e-04
chrX	1480153	A.C	B6	0.0171
chrX	1480153	A.C	B7	0.3323
chrX	1500153	A.C	AB8	0.0015
chrX	1500153	A.C	B1	0.649
chrX	1500153	A.C	B2	3e-04
chrX	1500153	A.C	B3	3e-04
chrX	1500153	A.C	B4	5e-04
chrX	1500153	A.C	B5	3e-04
chrX	1500153	A.C	B6	0.0168
chrX	1500153	A.C	B7	0.3314
chrX	1520153	A.C	AB8	0.0018
chrX	1520153	A.C	B1	0.648
chrX	1520153	A.C	B2	3e-04
chrX	1520153	A.C	B3	3e-04
chrX	1520153	A.C	B4	9e-04
chrX	1520153	A.C	B5	3e-04
chrX	1520153	A.C	B6	0.0163
chrX	1520153	A.C	B7	0.332
chrX	1540153	A.C	AB8	0.0015
chrX	1540153	A.C	B1	0.6473
chrX	1540153	A.C	B2	3e-04
chrX	1540153	A.C	B3	3e-04
chrX	1540153	A.C	B4	0.0014
chrX	1540153	A.C	B5	5e-04
chrX	1540153	A.C	B6	0.0162
chrX	1540153	A.C	B7	0.3325
chrX	1560153	A.C	AB8	9e-04
chrX	1560153	A.C	B1	0.6472
chrX	1560153	A.C	B2	3e-04
chrX	1560153	A.C	B3	3e-04
chrX	1560153	A.C	B4	0.0013
chrX	1560153	A.C	B5	9e-04
chrX	1560153	A.C	B6	0.0157
chrX	1560153	A.C	B7	0.3334
chrX	1580153	A.C	AB8	9e-04
chrX	1580153	A.C	B1	0.647
chrX	1580153	A.C	B2	3e-04
chrX	1580153	A.C	B3	3e-04
chrX	1580153	A.C	B4	9e-04
chrX	1580153	A.C	B5	0.0013
chrX	1580153	A.C	B6	0.016
chrX	1580153	A.C	B7	0.3333
chrX	1600153	A.C	AB8	0.0015
chrX	1600153	A.C	B1	0.6473
chrX	1600153	A.C	B2	3e-04
chrX	1600153	A.C	B3	3e-04
chrX	1600153	A.C	B4	3e-04
chrX	1600153	A.C	B5	0.0011
chrX	1600153	A.C	B6	0.0163
chrX	1600153	A.C	B7	0.3329
chrX	1620153	A.C	AB8	0.0015
chrX	1620153	A.C	B1	0.6475
chrX	1620153	A.C	B2	3e-04
chrX	1620153	A.C	B3	3e-04
chrX	1620153	A.C	B4	3e-04
chrX	1620153	A.C	B5	0.0011
chrX	1620153	A.C	B6	0.0162
chrX	1620153	A.C	B7	0.3328
chrX	1640153	A.C	AB8	0.0014
chrX	1640153	A.C	B1	0.6474
chrX	1640153	A.C	B2	3e-04
chrX	1640153	A.C	B3	3e-04
chrX	1640153	A.C	B4	3e-04
chrX	1640153	A.C	B5	0.0011
chrX	1640153	A.C	B6	0.0162
chrX	1640153	A.C	B7	0.3329
chrX	1660153	A.C	AB8	0.0018
chrX	1660153	A.C	B1	0.6467
chrX	1660153	A.C	B2	3e-04
chrX	1660153	A.C	B3	3e-04
chrX	1660153	A.C	B4	3e-04
chrX	1660153	A.C	B5	5e-04
chrX	1660153	A.C	B6	0.0163
chrX	1660153	A.C	B7	0.3338
chrX	1680153	A.C	AB8	0.002
chrX	1680153	A.C	B1	0.6458
chrX	1680153	A.C	B2	3e-04
chrX	1680153	A.C	B3	3e-04
chrX	1680153	A.C	B4	3e-04
chrX	1680153	A.C	B5	3e-04
chrX	1680153	A.C	B6	0.0166
chrX	1680153	A.C	B7	0.3344
chrX	1700153	A.C	AB8	0.0023
chrX	1700153	A.C	B1	0.6453
chrX	1700153	A.C	B2	3e-04
chrX	1700153	A.C	B3	6e-04
chrX	1700153	A.C	B4	3e-04
chrX	1700153	A.C	B5	3e-04
chrX	1700153	A.C	B6	0.0163
chrX	1700153	A.C	B7	0.3345
chrX	1720153	A.C	AB8	0.0024
chrX	1720153	A.C	B1	0.6447
chrX	1720153	A.C	B2	3e-04
chrX	1720153	A.C	B3	0.0015
chrX	1720153	A.C	B4	3e-04
chrX	1720153	A.C	B5	3e-04
chrX	1720153	A.C	B6	0.0165
chrX	1720153	A.C	B7	0.3341
chrX	1740153	A.C	AB8	0.0029
chrX	1740153	A.C	B1	0.6429
chrX	1740153	A.C	B2	3e-04
chrX	1740153	A.C	B3	0.0021
chrX	1740153	A.C	B4	3e-04
chrX	1740153	A.C	B5	3e-04
chrX	1740153	A.C	B6	0.0169
chrX	1740153	A.C	B7	0.3343
chrX	1760153	A.C	AB8	0.0027
chrX	1760153	A.C	B1	0.6411
chrX	1760153	A.C	B2	3e-04
chrX	1760153	A.C	B3	0.0013
chrX	1760153	A.C	B4	3e-04
chrX	1760153	A.C	B5	3e-04
chrX	1760153	A.C	B6	0.0168
chrX	1760153	A.C	B7	0.3372
chrX	1780153	A.C	AB8	0.0031
chrX	1780153	A.C	B1	0.6407
chrX	1780153	A.C	B2	3e-04
chrX	1780153	A.C	B3	9e-04
chrX	1780153	A.C	B4	3e-04
chrX	1780153	A.C	B5	3e-04
chrX	1780153	A.C	B6	0.0164
chrX	1780153	A.C	B7	0.3381
chrX	1800153	A.C	AB8	0.0033
chrX	1800153	A.C	B1	0.6413
chrX	1800153	A.C	B2	3e-04
chrX	1800153	A.C	B3	6e-04
chrX	1800153	A.C	B4	3e-04
chrX	1800153	A.C	B5	3e-04
chrX	1800153	A.C	B6	0.0167
chrX	1800153	A.C	B7	0.3372
chrX	1820153	A.C	AB8	0.0027
chrX	1820153	A.C	B1	0.6418
chrX	1820153	A.C	B2	3e-04
chrX	1820153	A.C	B3	5e-04
chrX	1820153	A.C	B4	3e-04
chrX	1820153	A.C	B5	3e-04
chrX	1820153	A.C	B6	0.0174
chrX	1820153	A.C	B7	0.3367
chrX	1840153	A.C	AB8	0.0019
chrX	1840153	A.C	B1	0.643
chrX	1840153	A.C	B2	3e-04
chrX	1840153	A.C	B3	0.002
chrX	1840153	A.C	B4	3e-04
chrX	1840153	A.C	B5	3e-04
chrX	1840153	A.C	B6	0.0179
chrX	1840153	A.C	B7	0.3344
chrX	1860153	A.C	AB8	0.0017
chrX	1860153	A.C	B1	0.6425
chrX	1860153	A.C	B2	3e-04
chrX	1860153	A.C	B3	0.0022
chrX	1860153	A.C	B4	3e-04
chrX	1860153	A.C	B5	3e-04
chrX	1860153	A.C	B6	0.0186
chrX	1860153	A.C	B7	0.3342
chrX	1880153	A.C	AB8	0.0016
chrX	1880153	A.C	B1	0.6425
chrX	1880153	A.C	B2	3e-04
chrX	1880153	A.C	B3	0.0024
chrX	1880153	A.C	B4	3e-04
chrX	1880153	A.C	B5	3e-04
chrX	1880153	A.C	B6	0.0187
chrX	1880153	A.C	B7	0.3339
chrX	1900153	A.C	AB8	0.0017
chrX	1900153	A.C	B1	0.6426
chrX	1900153	A.C	B2	3e-04
chrX	1900153	A.C	B3	0.0023
chrX	1900153	A.C	B4	3e-04
chrX	1900153	A.C	B5	3e-04
chrX	1900153	A.C	B6	0.0192
chrX	1900153	A.C	B7	0.3334
chrX	1920153	A.C	AB8	0.0021
chrX	1920153	A.C	B1	0.6425
chrX	1920153	A.C	B2	3e-04
chrX	1920153	A.C	B3	0.0029
chrX	1920153	A.C	B4	3e-04
chrX	1920153	A.C	B5	3e-04
chrX	1920153	A.C	B6	0.0197
chrX	1920153	A.C	B7	0.3319
chrX	1940153	A.C	AB8	0.002
chrX	1940153	A.C	B1	0.6422
chrX	1940153	A.C	B2	3e-04
chrX	1940153	A.C	B3	0.0017
chrX	1940153	A.C	B4	3e-04
chrX	1940153	A.C	B5	3e-04
chrX	1940153	A.C	B6	0.0207
chrX	1940153	A.C	B7	0.3324
chrX	1960153	A.C	AB8	0.0017
chrX	1960153	A.C	B1	0.6428
chrX	1960153	A.C	B2	3e-04
chrX	1960153	A.C	B3	0.0014
chrX	1960153	A.C	B4	0.0012
chrX	1960153	A.C	B5	3e-04
chrX	1960153	A.C	B6	0.0202
chrX	1960153	A.C	B7	0.3321
chrX	1980153	A.C	AB8	0.0017
chrX	1980153	A.C	B1	0.6425
chrX	1980153	A.C	B2	3e-04
chrX	1980153	A.C	B3	0.0015
chrX	1980153	A.C	B4	3e-04
chrX	1980153	A.C	B5	3e-04
chrX	1980153	A.C	B6	0.0202
chrX	1980153	A.C	B7	0.3332
chrX	2000153	A.C	AB8	0.0011
chrX	2000153	A.C	B1	0.6422
chrX	2000153	A.C	B2	9e-04
chrX	2000153	A.C	B3	0.0014
chrX	2000153	A.C	B4	4e-04
chrX	2000153	A.C	B5	3e-04
chrX	2000153	A.C	B6	0.0199
chrX	2000153	A.C	B7	0.3338
chrX	2020153	A.C	AB8	3e-04
chrX	2020153	A.C	B1	0.6422
chrX	2020153	A.C	B2	5e-04
chrX	2020153	A.C	B3	0.0017
chrX	2020153	A.C	B4	7e-04
chrX	2020153	A.C	B5	3e-04
chrX	2020153	A.C	B6	0.0204
chrX	2020153	A.C	B7	0.3338
chrX	2040153	A.C	AB8	3e-04
chrX	2040153	A.C	B1	0.6428
chrX	2040153	A.C	B2	5e-04
chrX	2040153	A.C	B3	0.0013
chrX	2040153	A.C	B4	0.0012
chrX	2040153	A.C	B5	3e-04
chrX	2040153	A.C	B6	0.0209
chrX	2040153	A.C	B7	0.3326
chrX	2060153	A.C	AB8	3e-04
chrX	2060153	A.C	B1	0.6434
chrX	2060153	A.C	B2	6e-04
chrX	2060153	A.C	B3	0.0016
chrX	2060153	A.C	B4	9e-04
chrX	2060153	A.C	B5	3e-04
chrX	2060153	A.C	B6	0.0204
chrX	2060153	A.C	B7	0.3325
chrX	2080153	A.C	AB8	3e-04
chrX	2080153	A.C	B1	0.647
chrX	2080153	A.C	B2	0.0016
chrX	2080153	A.C	B3	0.0014
chrX	2080153	A.C	B4	0.0011
chrX	2080153	A.C	B5	3e-04
chrX	2080153	A.C	B6	0.0194
chrX	2080153	A.C	B7	0.329
chrX	2100153	A.C	AB8	3e-04
chrX	2100153	A.C	B1	0.6527
chrX	2100153	A.C	B2	0.0027
chrX	2100153	A.C	B3	0.0024
chrX	2100153	A.C	B4	0.0012
chrX	2100153	A.C	B5	0.0016
chrX	2100153	A.C	B6	0.0169
chrX	2100153	A.C	B7	0.3222
chrX	2120153	A.C	AB8	6e-04
chrX	2120153	A.C	B1	0.6568
chrX	2120153	A.C	B2	0.0038
chrX	2120153	A.C	B3	0.0015
chrX	2120153	A.C	B4	0.003
chrX	2120153	A.C	B5	0.0024
chrX	2120153	A.C	B6	0.0151
chrX	2120153	A.C	B7	0.3168
chrX	2140153	A.C	AB8	6e-04
chrX	2140153	A.C	B1	0.6597
chrX	2140153	A.C	B2	0.0027
chrX	2140153	A.C	B3	6e-04
