chr	pos	pool	founder	freq
chrX	1070153	A.C	B5	3e-04
chrX	1070153	A.C	B6	0.0148
chrX	1070153	A.C	B7	0.3342
chrX	1090153	A.C	AB8	0.0059
chrX	1090153	A.C	B1	0.6433
chrX	1090153	A.C	B2	8e-04
chrX	1090153	A.C	B3	3e-04
chrX	1090153	A.C	B4	3e-04
chrX	1090153	A.C	B5	3e-04
chrX	1090153	A.C	B6	0.0148
chrX	1090153	A.C	B7	0.3344
chrX	1110153	A.C	AB8	0.0057
chrX	1110153	A.C	B1	0.6433
chrX	1110153	A.C	B2	7e-04
chrX	1110153	A.C	B3	6e-04
chrX	1110153	A.C	B4	3e-04
chrX	1110153	A.C	B5	4e-04
chrX	1110153	A.C	B6	0.0145
chrX	1110153	A.C	B7	0.3345
chrX	1130153	A.C	AB8	0.0057
chrX	1130153	A.C	B1	0.6432
chrX	1130153	A.C	B2	5e-04
chrX	1130153	A.C	B3	7e-04
chrX	1130153	A.C	B4	3e-04
chrX	1130153	A.C	B5	4e-04
chrX	1130153	A.C	B6	0.0147
chrX	1130153	A.C	B7	0.3346
chrX	1150153	A.C	AB8	0.0053
chrX	1150153	A.C	B1	0.6432
chrX	1150153	A.C	B2	5e-04
chrX	1150153	A.C	B3	8e-04
chrX	1150153	A.C	B4	3e-04
chrX	1150153	A.C	B5	4e-04
chrX	1150153	A.C	B6	0.0147
chrX	1150153	A.C	B7	0.3347
chrX	1170153	A.C	AB8	0.0046
chrX	1170153	A.C	B1	0.6433
chrX	1170153	A.C	B2	7e-04
chrX	1170153	A.C	B3	6e-04
chrX	1170153	A.C	B4	3e-04
chrX	1170153	A.C	B5	8e-04
chrX	1170153	A.C	B6	0.0149
chrX	1170153	A.C	B7	0.3347
chrX	1190153	A.C	AB8	0.004
chrX	1190153	A.C	B1	0.6441
chrX	1190153	A.C	B2	6e-04
chrX	1190153	A.C	B3	8e-04
chrX	1190153	A.C	B4	3e-04
chrX	1190153	A.C	B5	8e-04
chrX	1190153	A.C	B6	0.0148
chrX	1190153	A.C	B7	0.3346
chrX	1210153	A.C	AB8	0.0037
chrX	1210153	A.C	B1	0.6448
chrX	1210153	A.C	B2	6e-04
chrX	1210153	A.C	B3	9e-04
chrX	1210153	A.C	B4	3e-04
chrX	1210153	A.C	B5	6e-04
chrX	1210153	A.C	B6	0.0147
chrX	1210153	A.C	B7	0.3344
chrX	1230153	A.C	AB8	0.0033
chrX	1230153	A.C	B1	0.6453
chrX	1230153	A.C	B2	3e-04
chrX	1230153	A.C	B3	5e-04
chrX	1230153	A.C	B4	0.0017
chrX	1230153	A.C	B5	3e-04
chrX	1230153	A.C	B6	0.0144
chrX	1230153	A.C	B7	0.3341
chrX	1250153	A.C	AB8	0.0037
chrX	1250153	A.C	B1	0.6451
chrX	1250153	A.C	B2	3e-04
chrX	1250153	A.C	B3	4e-04
chrX	1250153	A.C	B4	0.0016
chrX	1250153	A.C	B5	4e-04
chrX	1250153	A.C	B6	0.0145
chrX	1250153	A.C	B7	0.3339
chrX	1270153	A.C	AB8	0.0039
chrX	1270153	A.C	B1	0.6451
chrX	1270153	A.C	B2	3e-04
chrX	1270153	A.C	B3	4e-04
chrX	1270153	A.C	B4	0.0015
chrX	1270153	A.C	B5	6e-04
chrX	1270153	A.C	B6	0.0144
chrX	1270153	A.C	B7	0.3337
chrX	1290153	A.C	AB8	0.0039
chrX	1290153	A.C	B1	0.6449
chrX	1290153	A.C	B2	3e-04
chrX	1290153	A.C	B3	3e-04
chrX	1290153	A.C	B4	0.0015
chrX	1290153	A.C	B5	6e-04
chrX	1290153	A.C	B6	0.0145
chrX	1290153	A.C	B7	0.3339
chrX	1310153	A.C	AB8	0.0038
chrX	1310153	A.C	B1	0.6448
chrX	1310153	A.C	B2	3e-04
chrX	1310153	A.C	B3	3e-04
chrX	1310153	A.C	B4	0.0015
chrX	1310153	A.C	B5	7e-04
chrX	1310153	A.C	B6	0.0146
chrX	1310153	A.C	B7	0.3339
chrX	1330153	A.C	AB8	0.0037
chrX	1330153	A.C	B1	0.6446
chrX	1330153	A.C	B2	3e-04
chrX	1330153	A.C	B3	3e-04
chrX	1330153	A.C	B4	0.0013
chrX	1330153	A.C	B5	9e-04
chrX	1330153	A.C	B6	0.0148
chrX	1330153	A.C	B7	0.334
chrX	1350153	A.C	AB8	0.0038
chrX	1350153	A.C	B1	0.6445
chrX	1350153	A.C	B2	3e-04
chrX	1350153	A.C	B3	4e-04
chrX	1350153	A.C	B4	0.0012
chrX	1350153	A.C	B5	8e-04
chrX	1350153	A.C	B6	0.0151
chrX	1350153	A.C	B7	0.3339
chrX	1370153	A.C	AB8	0.0038
chrX	1370153	A.C	B1	0.6446
chrX	1370153	A.C	B2	3e-04
chrX	1370153	A.C	B3	3e-04
chrX	1370153	A.C	B4	0.0013
chrX	1370153	A.C	B5	9e-04
chrX	1370153	A.C	B6	0.015
chrX	1370153	A.C	B7	0.3338
chrX	1390153	A.C	AB8	0.0038
chrX	1390153	A.C	B1	0.6442
chrX	1390153	A.C	B2	3e-04
chrX	1390153	A.C	B3	3e-04
chrX	1390153	A.C	B4	0.0013
chrX	1390153	A.C	B5	9e-04
chrX	1390153	A.C	B6	0.0152
chrX	1390153	A.C	B7	0.334
chrX	1410153	A.C	AB8	0.004
chrX	1410153	A.C	B1	0.6441
chrX	1410153	A.C	B2	3e-04
chrX	1410153	A.C	B3	3e-04
chrX	1410153	A.C	B4	0.0013
chrX	1410153	A.C	B5	7e-04
chrX	1410153	A.C	B6	0.0152
chrX	1410153	A.C	B7	0.334
chrX	1430153	A.C	AB8	0.0041
chrX	1430153	A.C	B1	0.6441
chrX	1430153	A.C	B2	3e-04
chrX	1430153	A.C	B3	4e-04
chrX	1430153	A.C	B4	0.0013
chrX	1430153	A.C	B5	5e-04
chrX	1430153	A.C	B6	0.0153
chrX	1430153	A.C	B7	0.3341
chrX	1450153	A.C	AB8	0.0042
chrX	1450153	A.C	B1	0.6437
chrX	1450153	A.C	B2	3e-04
chrX	1450153	A.C	B3	5e-04
chrX	1450153	A.C	B4	0.0012
chrX	1450153	A.C	B5	3e-04
chrX	1450153	A.C	B6	0.0152
chrX	1450153	A.C	B7	0.3345
chrX	1470153	A.C	AB8	0.004
chrX	1470153	A.C	B1	0.6439
chrX	1470153	A.C	B2	3e-04
chrX	1470153	A.C	B3	9e-04
chrX	1470153	A.C	B4	0.0011
chrX	1470153	A.C	B5	3e-04
chrX	1470153	A.C	B6	0.015
chrX	1470153	A.C	B7	0.3344
chrX	1490153	A.C	AB8	0.0042
chrX	1490153	A.C	B1	0.6431
chrX	1490153	A.C	B2	3e-04
chrX	1490153	A.C	B3	0.001
chrX	1490153	A.C	B4	0.001
chrX	1490153	A.C	B5	3e-04
chrX	1490153	A.C	B6	0.0154
chrX	1490153	A.C	B7	0.3346
chrX	1510153	A.C	AB8	0.0039
chrX	1510153	A.C	B1	0.6432
chrX	1510153	A.C	B2	3e-04
chrX	1510153	A.C	B3	9e-04
chrX	1510153	A.C	B4	5e-04
chrX	1510153	A.C	B5	3e-04
chrX	1510153	A.C	B6	0.0153
chrX	1510153	A.C	B7	0.3357
chrX	1530153	A.C	AB8	0.004
chrX	1530153	A.C	B1	0.6433
chrX	1530153	A.C	B2	3e-04
chrX	1530153	A.C	B3	8e-04
chrX	1530153	A.C	B4	3e-04
chrX	1530153	A.C	B5	4e-04
chrX	1530153	A.C	B6	0.0155
chrX	1530153	A.C	B7	0.3354
chrX	1550153	A.C	AB8	0.0042
chrX	1550153	A.C	B1	0.6434
chrX	1550153	A.C	B2	3e-04
chrX	1550153	A.C	B3	9e-04
chrX	1550153	A.C	B4	3e-04
chrX	1550153	A.C	B5	3e-04
chrX	1550153	A.C	B6	0.0154
chrX	1550153	A.C	B7	0.3352
chrX	1570153	A.C	AB8	0.004
chrX	1570153	A.C	B1	0.6436
chrX	1570153	A.C	B2	3e-04
chrX	1570153	A.C	B3	8e-04
chrX	1570153	A.C	B4	3e-04
chrX	1570153	A.C	B5	3e-04
chrX	1570153	A.C	B6	0.0155
chrX	1570153	A.C	B7	0.3351
chrX	1590153	A.C	AB8	0.0028
chrX	1590153	A.C	B1	0.6443
chrX	1590153	A.C	B2	3e-04
chrX	1590153	A.C	B3	6e-04
chrX	1590153	A.C	B4	3e-04
chrX	1590153	A.C	B5	6e-04
chrX	1590153	A.C	B6	0.0175
chrX	1590153	A.C	B7	0.3336
chrX	1610153	A.C	AB8	0.0026
chrX	1610153	A.C	B1	0.644
chrX	1610153	A.C	B2	3e-04
chrX	1610153	A.C	B3	7e-04
chrX	1610153	A.C	B4	3e-04
chrX	1610153	A.C	B5	8e-04
chrX	1610153	A.C	B6	0.018
chrX	1610153	A.C	B7	0.3333
chrX	1630153	A.C	AB8	0.0022
chrX	1630153	A.C	B1	0.6441
chrX	1630153	A.C	B2	3e-04
chrX	1630153	A.C	B3	9e-04
chrX	1630153	A.C	B4	3e-04
chrX	1630153	A.C	B5	3e-04
chrX	1630153	A.C	B6	0.0179
chrX	1630153	A.C	B7	0.334
chrX	1650153	A.C	AB8	0.0015
chrX	1650153	A.C	B1	0.6442
chrX	1650153	A.C	B2	3e-04
chrX	1650153	A.C	B3	0.0012
chrX	1650153	A.C	B4	3e-04
chrX	1650153	A.C	B5	3e-04
chrX	1650153	A.C	B6	0.0184
chrX	1650153	A.C	B7	0.3339
chrX	1670153	A.C	AB8	0.0016
chrX	1670153	A.C	B1	0.6444
chrX	1670153	A.C	B2	3e-04
chrX	1670153	A.C	B3	0.0016
chrX	1670153	A.C	B4	3e-04
chrX	1670153	A.C	B5	3e-04
chrX	1670153	A.C	B6	0.0188
chrX	1670153	A.C	B7	0.3327
chrX	1690153	A.C	AB8	0.0013
chrX	1690153	A.C	B1	0.6447
chrX	1690153	A.C	B2	3e-04
chrX	1690153	A.C	B3	0.001
chrX	1690153	A.C	B4	3e-04
chrX	1690153	A.C	B5	3e-04
chrX	1690153	A.C	B6	0.0191
chrX	1690153	A.C	B7	0.3329
chrX	1710153	A.C	AB8	0.0012
chrX	1710153	A.C	B1	0.6453
chrX	1710153	A.C	B2	3e-04
chrX	1710153	A.C	B3	0.0011
chrX	1710153	A.C	B4	3e-04
chrX	1710153	A.C	B5	3e-04
chrX	1710153	A.C	B6	0.019
chrX	1710153	A.C	B7	0.3326
chrX	1730153	A.C	AB8	0.0011
chrX	1730153	A.C	B1	0.6456
chrX	1730153	A.C	B2	3e-04
chrX	1730153	A.C	B3	8e-04
chrX	1730153	A.C	B4	3e-04
chrX	1730153	A.C	B5	3e-04
chrX	1730153	A.C	B6	0.0187
chrX	1730153	A.C	B7	0.3328
chrX	1750153	A.C	AB8	0.001
chrX	1750153	A.C	B1	0.6459
chrX	1750153	A.C	B2	3e-04
chrX	1750153	A.C	B3	8e-04
chrX	1750153	A.C	B4	3e-04
chrX	1750153	A.C	B5	3e-04
chrX	1750153	A.C	B6	0.0185
chrX	1750153	A.C	B7	0.3328
chrX	1770153	A.C	AB8	5e-04
chrX	1770153	A.C	B1	0.6456
chrX	1770153	A.C	B2	3e-04
chrX	1770153	A.C	B3	0.001
chrX	1770153	A.C	B4	7e-04
chrX	1770153	A.C	B5	3e-04
chrX	1770153	A.C	B6	0.0185
chrX	1770153	A.C	B7	0.3331
chrX	1790153	A.C	AB8	3e-04
chrX	1790153	A.C	B1	0.6455
chrX	1790153	A.C	B2	3e-04
chrX	1790153	A.C	B3	0.001
chrX	1790153	A.C	B4	0.0012
chrX	1790153	A.C	B5	3e-04
chrX	1790153	A.C	B6	0.0189
chrX	1790153	A.C	B7	0.3325
chrX	1810153	A.C	AB8	3e-04
chrX	1810153	A.C	B1	0.6457
chrX	1810153	A.C	B2	3e-04
chrX	1810153	A.C	B3	0.0011
chrX	1810153	A.C	B4	0.001
chrX	1810153	A.C	B5	3e-04
chrX	1810153	A.C	B6	0.0185
chrX	1810153	A.C	B7	0.3328
chrX	1830153	A.C	AB8	5e-04
chrX	1830153	A.C	B1	0.6472
chrX	1830153	A.C	B2	3e-04
chrX	1830153	A.C	B3	0.0014
chrX	1830153	A.C	B4	0.0012
chrX	1830153	A.C	B5	3e-04
chrX	1830153	A.C	B6	0.0186
chrX	1830153	A.C	B7	0.3306
chrX	1850153	A.C	AB8	4e-04
chrX	1850153	A.C	B1	0.6498
chrX	1850153	A.C	B2	3e-04
chrX	1850153	A.C	B3	0.0023
chrX	1850153	A.C	B4	0.0011
chrX	1850153	A.C	B5	0.002
chrX	1850153	A.C	B6	0.0179
chrX	1850153	A.C	B7	0.326
chrX	1870153	A.C	AB8	7e-04
chrX	1870153	A.C	B1	0.6517
chrX	1870153	A.C	B2	0.001
chrX	1870153	A.C	B3	0.0019
chrX	1870153	A.C	B4	0.0022
chrX	1870153	A.C	B5	0.0028
chrX	1870153	A.C	B6	0.0173
chrX	1870153	A.C	B7	0.3224
chrX	1890153	A.C	AB8	6e-04
chrX	1890153	A.C	B1	0.6529
chrX	1890153	A.C	B2	3e-04
chrX	1890153	A.C	B3	0.0014
chrX	1890153	A.C	B4	0.0028
chrX	1890153	A.C	B5	0.003
chrX	1890153	A.C	B6	0.0186
chrX	1890153	A.C	B7	0.3203
chrX	1910153	A.C	AB8	3e-04
chrX	1910153	A.C	B1	0.6547
chrX	1910153	A.C	B2	3e-04
chrX	1910153	A.C	B3	0.001
chrX	1910153	A.C	B4	0.0042
chrX	1910153	A.C	B5	0.0035
chrX	1910153	A.C	B6	0.0169
chrX	1910153	A.C	B7	0.3191
chrX	1930153	A.C	AB8	3e-04
chrX	1930153	A.C	B1	0.6565
chrX	1930153	A.C	B2	9e-04
chrX	1930153	A.C	B3	3e-04
chrX	1930153	A.C	B4	0.004
chrX	1930153	A.C	B5	0.0036
chrX	1930153	A.C	B6	0.0172
chrX	1930153	A.C	B7	0.3172
chrX	1950153	A.C	AB8	3e-04
chrX	1950153	A.C	B1	0.6601
chrX	1950153	A.C	B2	0.0018
chrX	1950153	A.C	B3	4e-04
chrX	1950153	A.C	B4	0.0016
chrX	1950153	A.C	B5	0.0041
chrX	1950153	A.C	B6	0.018
chrX	1950153	A.C	B7	0.3138
chrX	1970153	A.C	AB8	3e-04
chrX	1970153	A.C	B1	0.6597
chrX	1970153	A.C	B2	0.0073
chrX	1970153	A.C	B3	3e-04
chrX	1970153	A.C	B4	0.0028
chrX	1970153	A.C	B5	0.0038
chrX	1970153	A.C	B6	0.0155
chrX	1970153	A.C	B7	0.3102
chrX	1990153	A.C	AB8	8e-04
chrX	1990153	A.C	B1	0.6594
chrX	1990153	A.C	B2	0.0145
chrX	1990153	A.C	B3	7e-04
chrX	1990153	A.C	B4	0.0043
chrX	1990153	A.C	B5	0.0041
chrX	1990153	A.C	B6	0.0101
chrX	1990153	A.C	B7	0.3061
chrX	2010153	A.C	AB8	3e-04
chrX	2010153	A.C	B1	0.6588
chrX	2010153	A.C	B2	0.0219
chrX	2010153	A.C	B3	3e-04
chrX	2010153	A.C	B4	0.0034
chrX	2010153	A.C	B5	0.0047
chrX	2010153	A.C	B6	0.0071
chrX	2010153	A.C	B7	0.3035
chrX	2030153	A.C	AB8	3e-04
chrX	2030153	A.C	B1	0.6579
chrX	2030153	A.C	B2	0.0251
chrX	2030153	A.C	B3	9e-04
chrX	2030153	A.C	B4	0.004
chrX	2030153	A.C	B5	0.0047
chrX	2030153	A.C	B6	0.0054
chrX	2030153	A.C	B7	0.3017
chrX	2050153	A.C	AB8	4e-04
chrX	2050153	A.C	B1	0.6596
chrX	2050153	A.C	B2	0.0293
chrX	2050153	A.C	B3	0.0036
chrX	2050153	A.C	B4	0.0022
chrX	2050153	A.C	B5	0.0044
chrX	2050153	A.C	B6	0.0027
chrX	2050153	A.C	B7	0.2978
chrX	2070153	A.C	AB8	3e-04
chrX	2070153	A.C	B1	0.6604
chrX	2070153	A.C	B2	0.0334
chrX	2070153	A.C	B3	0.0038
chrX	2070153	A.C	B4	0.0026
chrX	2070153	A.C	B5	0.0034
chrX	2070153	A.C	B6	0.0021
chrX	2070153	A.C	B7	0.294
chrX	2090153	A.C	AB8	3e-04
chrX	2090153	A.C	B1	0.6583
chrX	2090153	A.C	B2	0.0381
chrX	2090153	A.C	B3	0.004
chrX	2090153	A.C	B4	0.0044
chrX	2090153	A.C	B5	0.0039
chrX	2090153	A.C	B6	0.001
chrX	2090153	A.C	B7	0.29
chrX	2110153	A.C	AB8	3e-04
chrX	2110153	A.C	B1	0.6581
chrX	2110153	A.C	B2	0.0409
chrX	2110153	A.C	B3	0.0039
chrX	2110153	A.C	B4	0.0056
chrX	2110153	A.C	B5	0.0044
chrX	2110153	A.C	B6	5e-04
chrX	2110153	A.C	B7	0.2864
chrX	2130153	A.C	AB8	3e-04
chrX	2130153	A.C	B1	0.6578
chrX	2130153	A.C	B2	0.0425
chrX	2130153	A.C	B3	0.0039
chrX	2130153	A.C	B4	0.0054
chrX	2130153	A.C	B5	0.004
chrX	2130153	A.C	B6	3e-04
chrX	2130153	A.C	B7	0.2858
chrX	2150153	A.C	AB8	3e-04
chrX	2150153	A.C	B1	0.6561
chrX	2150153	A.C	B2	0.0452
chrX	2150153	A.C	B3	0.0036
chrX	2150153	A.C	B4	0.0056
chrX	2150153	A.C	B5	0.0036
chrX	2150153	A.C	B6	3e-04
chrX	2150153	A.C	B7	0.2853
chrX	2170153	A.C	AB8	3e-04
chrX	2170153	A.C	B1	0.6547
chrX	2170153	A.C	B2	0.0483
chrX	2170153	A.C	B3	0.0032
chrX	2170153	A.C	B4	0.0057
chrX	2170153	A.C	B5	0.0036
chrX	2170153	A.C	B6	3e-04
chrX	2170153	A.C	B7	0.2839
chrX	2190153	A.C	AB8	3e-04
chrX	2190153	A.C	B1	0.6538
chrX	2190153	A.C	B2	0.0522
chrX	2190153	A.C	B3	0.0034
chrX	2190153	A.C	B4	0.0056
chrX	2190153	A.C	B5	0.0029
chrX	2190153	A.C	B6	3e-04
chrX	2190153	A.C	B7	0.2815
chrX	2210153	A.C	AB8	3e-04
chrX	2210153	A.C	B1	0.6516
chrX	2210153	A.C	B2	0.058
chrX	2210153	A.C	B3	0.0029
chrX	2210153	A.C	B4	0.0055
chrX	2210153	A.C	B5	0.0029
chrX	2210153	A.C	B6	3e-04
chrX	2210153	A.C	B7	0.2786
chrX	2230153	A.C	AB8	3e-04
chrX	2230153	A.C	B1	0.6513
chrX	2230153	A.C	B2	0.0612
chrX	2230153	A.C	B3	0.0018
chrX	2230153	A.C	B4	0.0052
chrX	2230153	A.C	B5	0.003
chrX	2230153	A.C	B6	3e-04
chrX	2230153	A.C	B7	0.2769
chrX	2250153	A.C	AB8	3e-04
chrX	2250153	A.C	B1	0.651
chrX	2250153	A.C	B2	0.0634
chrX	2250153	A.C	B3	0.0017
chrX	2250153	A.C	B4	0.0046
chrX	2250153	A.C	B5	0.0029
chrX	2250153	A.C	B6	3e-04
chrX	2250153	A.C	B7	0.2758
chrX	2270153	A.C	AB8	3e-04
chrX	2270153	A.C	B1	0.6503
chrX	2270153	A.C	B2	0.0669
chrX	2270153	A.C	B3	0.0025
chrX	2270153	A.C	B4	0.006
chrX	2270153	A.C	B5	0.0013
chrX	2270153	A.C	B6	3e-04
chrX	2270153	A.C	B7	0.2723
chrX	2290153	A.C	AB8	3e-04
chrX	2290153	A.C	B1	0.6505
chrX	2290153	A.C	B2	0.0693
chrX	2290153	A.C	B3	0.0024
chrX	2290153	A.C	B4	0.0052
chrX	2290153	A.C	B5	0.002
chrX	2290153	A.C	B6	3e-04
chrX	2290153	A.C	B7	0.2701
chrX	2310153	A.C	AB8	3e-04
chrX	2310153	A.C	B1	0.6501
chrX	2310153	A.C	B2	0.0725
chrX	2310153	A.C	B3	0.0019
chrX	2310153	A.C	B4	0.0046
chrX	2310153	A.C	B5	0.0016
chrX	2310153	A.C	B6	3e-04
chrX	2310153	A.C	B7	0.2687
chrX	2330153	A.C	AB8	3e-04
chrX	2330153	A.C	B1	0.6508
chrX	2330153	A.C	B2	0.0756
chrX	2330153	A.C	B3	7e-04
chrX	2330153	A.C	B4	0.0043
chrX	2330153	A.C	B5	0.0012
chrX	2330153	A.C	B6	3e-04
chrX	2330153	A.C	B7	0.2668
chrX	2350153	A.C	AB8	3e-04
chrX	2350153	A.C	B1	0.6502
chrX	2350153	A.C	B2	0.0769
chrX	2350153	A.C	B3	6e-04
chrX	2350153	A.C	B4	0.0047
chrX	2350153	A.C	B5	0.0012
chrX	2350153	A.C	B6	3e-04
chrX	2350153	A.C	B7	0.2658
chrX	2370153	A.C	AB8	3e-04
chrX	2370153	A.C	B1	0.6493
chrX	2370153	A.C	B2	0.076
chrX	2370153	A.C	B3	0.0029
chrX	2370153	A.C	B4	0.0044
chrX	2370153	A.C	B5	0.0014
chrX	2370153	A.C	B6	3e-04
chrX	2370153	A.C	B7	0.2654
